Check failed for (fp128): alpha = -6.276902121872406890448361479792446694e+00; beta = -1.569225530468101722612090369948111674e+00; diff = 3.851859888774471706111955885169854637e-34; -999/1000
Check failed for (fp128): alpha = 5.390972993560085197201896045707627041e+00; beta = 1.347743248390021299300474011426906760e+00; diff = 7.703719777548943412223911770339709274e-34; 858/1000
Check failed for (fp128): alpha = 5.397256178867264783678821332474185942e+00; beta = 1.349314044716816195919705333118546485e+00; diff = 1.155557966632341511833586765550956391e-33; 859/1000
Check failed for (fp128): alpha = 5.403539364174444370155746619240744842e+00; beta = 1.350884841043611092538936654810186211e+00; diff = 9.629649721936179265279889712924636593e-34; 860/1000
Check failed for (fp128): alpha = 5.409822549481623956632671906007303743e+00; beta = 1.352455637370405989158167976501825936e+00; diff = 9.629649721936179265279889712924636593e-34; 861/1000
Check failed for (fp128): alpha = 5.416105734788803543109597192773863414e+00; beta = 1.354026433697200885777399298193465854e+00; diff = 1.733336949948512267750380148326434587e-33; 862/1000
Check failed for (fp128): alpha = 5.422388920095983129586522479540422315e+00; beta = 1.355597230023995782396630619885105579e+00; diff = 1.925929944387235853055977942584927319e-34; 863/1000
Check failed for (fp128): alpha = 5.428672105403162716063447766306981216e+00; beta = 1.357168026350790679015861941576745304e+00; diff = 1.733336949948512267750380148326434587e-33; 864/1000
Check failed for (fp128): alpha = 5.434955290710342302540373053073540117e+00; beta = 1.358738822677585575635093263268385029e+00; diff = 1.925929944387235853055977942584927319e-34; 865/1000
Check failed for (fp128): alpha = 5.441238476017521889017298339840099018e+00; beta = 1.360309619004380472254324584960024754e+00; diff = 1.348150961071065097139184559809449123e-33; 866/1000
Check failed for (fp128): alpha = 5.447521661324701475494223626606657919e+00; beta = 1.361880415331175368873555906651664480e+00; diff = 1.925929944387235853055977942584927319e-34; 867/1000
Check failed for (fp128): alpha = 5.453804846631881061971148913373216819e+00; beta = 1.363451211657970265492787228343304205e+00; diff = 1.733336949948512267750380148326434587e-33; 868/1000
Check failed for (fp128): alpha = 5.466371217246240234924999486906334621e+00; beta = 1.366592804311560058731249871726583655e+00; diff = 1.733336949948512267750380148326434587e-33; 870/1000
Check failed for (fp128): alpha = 5.472654402553419821401924773672893522e+00; beta = 1.368163600638354955350481193418223380e+00; diff = 1.925929944387235853055977942584927319e-34; 871/1000
Check failed for (fp128): alpha = 5.478937587860599407878850060439452423e+00; beta = 1.369734396965149851969712515109863106e+00; diff = 1.155557966632341511833586765550956391e-33; 872/1000
Check failed for (fp128): alpha = 5.485220773167778994355775347206012094e+00; beta = 1.371305193291944748588943836801503023e+00; diff = 7.703719777548943412223911770339709274e-34; 873/1000
Check failed for (fp128): alpha = 5.491503958474958580832700633972570995e+00; beta = 1.372875989618739645208175158493142749e+00; diff = 5.777789833161707559167933827754781956e-34; 874/1000
Check failed for (fp128): alpha = 5.497787143782138167309625920739129896e+00; beta = 1.374446785945534541827406480184782474e+00; diff = 3.851859888774471706111955885169854637e-34; 875/1000
Check failed for (fp128): alpha = 5.504070329089317753786551207505688796e+00; beta = 1.376017582272329438446637801876422199e+00; diff = 7.703719777548943412223911770339709274e-34; 876/1000
Check failed for (fp128): alpha = 5.510353514396497340263476494272247697e+00; beta = 1.377588378599124335065869123568061924e+00; diff = 7.703719777548943412223911770339709274e-34; 877/1000
Check failed for (fp128): alpha = 5.516636699703676926740401781038807368e+00; beta = 1.379159174925919231685100445259701842e+00; diff = 1.925929944387235853055977942584927319e-34; 878/1000
Check failed for (fp128): alpha = 5.522919885010856513217327067805366269e+00; beta = 1.380729971252714128304331766951341567e+00; diff = 1.155557966632341511833586765550956391e-33; 879/1000
Check failed for (fp128): alpha = 5.535486255625215686171177641338484071e+00; beta = 1.383871563906303921542794410334621018e+00; diff = 1.155557966632341511833586765550956391e-33; 881/1000
Check failed for (fp128): alpha = 5.541769440932395272648102928105042972e+00; beta = 1.385442360233098818162025732026260743e+00; diff = 1.925929944387235853055977942584927319e-34; 882/1000
Check failed for (fp128): alpha = 5.548052626239574859125028214871601873e+00; beta = 1.387013156559893714781257053717900468e+00; diff = 9.629649721936179265279889712924636593e-34; 883/1000
Check failed for (fp128): alpha = 5.554335811546754445601953501638160773e+00; beta = 1.388583952886688611400488375409540193e+00; diff = 3.851859888774471706111955885169854637e-34; 884/1000
Check failed for (fp128): alpha = 5.560618996853934032078878788404719674e+00; beta = 1.390154749213483508019719697101179919e+00; diff = 9.629649721936179265279889712924636593e-34; 885/1000
Check failed for (fp128): alpha = 5.566902182161113618555804075171278575e+00; beta = 1.391725545540278404638951018792819644e+00; diff = 1.925929944387235853055977942584927319e-34; 886/1000
Check failed for (fp128): alpha = 5.573185367468293205032729361937837476e+00; beta = 1.393296341867073301258182340484459369e+00; diff = 7.703719777548943412223911770339709274e-34; 887/1000
Check failed for (fp128): alpha = 5.585751738082652377986579935470956048e+00; beta = 1.396437934520663094496644983867739012e+00; diff = 1.925929944387235853055977942584927319e-34; 889/1000
Check failed for (fp128): alpha = 5.592034923389831964463505222237514949e+00; beta = 1.398008730847457991115876305559378737e+00; diff = 5.777789833161707559167933827754781956e-34; 890/1000
Check failed for (fp128): alpha = 5.598318108697011550940430509004073850e+00; beta = 1.399579527174252887735107627251018462e+00; diff = 5.777789833161707559167933827754781956e-34; 891/1000
Check failed for (fp128): alpha = 5.604601294004191137417355795770632750e+00; beta = 1.401150323501047784354338948942658188e+00; diff = 1.925929944387235853055977942584927319e-34; 892/1000
Check failed for (fp128): alpha = 5.610884479311370723894281082537191651e+00; beta = 1.402721119827842680973570270634297913e+00; diff = 3.851859888774471706111955885169854637e-34; 893/1000
Check failed for (fp128): alpha = 5.617167664618550310371206369303751322e+00; beta = 1.404291916154637577592801592325937831e+00; diff = 7.703719777548943412223911770339709274e-34; 894/1000
Check failed for (fp128): alpha = 5.623450849925729896848131656070310223e+00; beta = 1.405862712481432474212032914017577556e+00; diff = 1.925929944387235853055977942584927319e-34; 895/1000
Check failed for (fp128): alpha = 5.629734035232909483325056942836869124e+00; beta = 1.407433508808227370831264235709217281e+00; diff = 7.703719777548943412223911770339709274e-34; 896/1000
Check failed for (fp128): alpha = 5.642300405847268656278907516369986926e+00; beta = 1.410575101461817164069726879092496731e+00; diff = 7.703719777548943412223911770339709274e-34; 898/1000
Check failed for (fp128): alpha = 5.648583591154448242755832803136546597e+00; beta = 1.412145897788612060688958200784136649e+00; diff = 3.851859888774471706111955885169854637e-34; 899/1000
Check failed for (fp128): alpha = 5.654866776461627829232758089903105498e+00; beta = 1.413716694115406957308189522475776374e+00; diff = 3.851859888774471706111955885169854637e-34; 900/1000
Check failed for (fp128): alpha = 5.661149961768807415709683376669664399e+00; beta = 1.415287490442201853927420844167416100e+00; diff = 2.888894916580853779583966913877390978e-34; 901/1000
Check failed for (fp128): alpha = 5.667433147075987002186608663436223299e+00; beta = 1.416858286768996750546652165859055825e+00; diff = 3.851859888774471706111955885169854637e-34; 902/1000
Check failed for (fp128): alpha = 5.673716332383166588663533950202782200e+00; beta = 1.418429083095791647165883487550695550e+00; diff = 3.851859888774471706111955885169854637e-34; 903/1000
Check failed for (fp128): alpha = 5.679999517690346175140459236969341101e+00; beta = 1.419999879422586543785114809242335275e+00; diff = 3.851859888774471706111955885169854637e-34; 904/1000
Check failed for (fp128): alpha = 5.686282702997525761617384523735900002e+00; beta = 1.421570675749381440404346130933975000e+00; diff = 4.814824860968089632639944856462318296e-34; 905/1000
Check failed for (fp128): alpha = 5.692565888304705348094309810502458903e+00; beta = 1.423141472076176337023577452625614726e+00; diff = 4.814824860968089632639944856462318296e-34; 906/1000
Check failed for (fp128): alpha = 5.698849073611884934571235097269017803e+00; beta = 1.424712268402971233642808774317254451e+00; diff = 1.925929944387235853055977942584927319e-34; 907/1000
Check failed for (fp128): alpha = 5.705132258919064521048160384035576704e+00; beta = 1.426283064729766130262040096008894176e+00; diff = 3.851859888774471706111955885169854637e-34; 908/1000
Check failed for (fp128): alpha = 5.711415444226244107525085670802136375e+00; beta = 1.427853861056561026881271417700534094e+00; diff = 7.703719777548943412223911770339709274e-34; 909/1000
Check failed for (fp128): alpha = 5.723981814840603280478936244335254177e+00; beta = 1.430995453710150820119734061083813544e+00; diff = 6.740754805355325485695922799047245615e-34; 911/1000
Check failed for (fp128): alpha = 5.736548185454962453432786817868371979e+00; beta = 1.434137046363740613358196704467092995e+00; diff = 7.703719777548943412223911770339709274e-34; 913/1000
Check failed for (fp128): alpha = 5.749114556069321626386637391401490551e+00; beta = 1.437278639017330406596659347850372638e+00; diff = 3.851859888774471706111955885169854637e-34; 915/1000
Check failed for (fp128): alpha = 5.755397741376501212863562678168049452e+00; beta = 1.438849435344125303215890669542012363e+00; diff = 2.888894916580853779583966913877390978e-34; 916/1000
Check failed for (fp128): alpha = 5.761680926683680799340487964934608352e+00; beta = 1.440420231670920199835121991233652088e+00; diff = 4.814824860968089632639944856462318296e-34; 917/1000
Check failed for (fp128): alpha = 5.767964111990860385817413251701167253e+00; beta = 1.441991027997715096454353312925291813e+00; diff = 2.888894916580853779583966913877390978e-34; 918/1000
Check failed for (fp128): alpha = 5.774247297298039972294338538467726154e+00; beta = 1.443561824324509993073584634616931539e+00; diff = 3.851859888774471706111955885169854637e-34; 919/1000
Check failed for (fp128): alpha = 5.780530482605219558771263825234285055e+00; beta = 1.445132620651304889692815956308571264e+00; diff = 1.925929944387235853055977942584927319e-34; 920/1000
Check failed for (fp128): alpha = 5.786813667912399145248189112000843956e+00; beta = 1.446703416978099786312047278000210989e+00; diff = 3.851859888774471706111955885169854637e-34; 921/1000
Check failed for (fp128): alpha = 5.793096853219578731725114398767402857e+00; beta = 1.448274213304894682931278599691850714e+00; diff = 3.851859888774471706111955885169854637e-34; 922/1000
Check failed for (fp128): alpha = 5.799380038526758318202039685533961757e+00; beta = 1.449845009631689579550509921383490439e+00; diff = 2.888894916580853779583966913877390978e-34; 923/1000
Check failed for (fp128): alpha = 5.805663223833937904678964972300520658e+00; beta = 1.451415805958484476169741243075130165e+00; diff = 2.888894916580853779583966913877390978e-34; 924/1000
Check failed for (fp128): alpha = 5.818229594448297077632815545833639230e+00; beta = 1.454557398612074269408203886458409808e+00; diff = 4.814824860968089632639944856462318296e-34; 926/1000
Check failed for (fp128): alpha = 5.830795965062656250586666119366757032e+00; beta = 1.457698991265664062646666529841689258e+00; diff = 6.740754805355325485695922799047245615e-34; 928/1000
Check failed for (fp128): alpha = 5.843362335677015423540516692899875604e+00; beta = 1.460840583919253855885129173224968901e+00; diff = 2.888894916580853779583966913877390978e-34; 930/1000
Check failed for (fp128): alpha = 5.849645520984195010017441979666434505e+00; beta = 1.462411380246048752504360494916608626e+00; diff = 1.925929944387235853055977942584927319e-34; 931/1000
Check failed for (fp128): alpha = 5.855928706291374596494367266432993406e+00; beta = 1.463982176572843649123591816608248351e+00; diff = 2.888894916580853779583966913877390978e-34; 932/1000
Check failed for (fp128): alpha = 5.862211891598554182971292553199552306e+00; beta = 1.465552972899638545742823138299888077e+00; diff = 2.888894916580853779583966913877390978e-34; 933/1000
Check failed for (fp128): alpha = 5.868495076905733769448217839966111207e+00; beta = 1.467123769226433442362054459991527802e+00; diff = 1.925929944387235853055977942584927319e-34; 934/1000
Check failed for (fp128): alpha = 5.874778262212913355925143126732670878e+00; beta = 1.468694565553228338981285781683167720e+00; diff = 4.814824860968089632639944856462318296e-34; 935/1000
Check failed for (fp128): alpha = 5.887344632827272528878993700265788680e+00; beta = 1.471836158206818132219748425066447170e+00; diff = 5.777789833161707559167933827754781956e-34; 937/1000
Check failed for (fp128): alpha = 5.893627818134452115355918987032346810e+00; beta = 1.473406954533613028838979746758086703e+00; diff = 3.851859888774471706111955885169854637e-34; 938/1000
Check failed for (fp128): alpha = 5.899911003441631701832844273798905711e+00; beta = 1.474977750860407925458211068449726428e+00; diff = 1.925929944387235853055977942584927319e-34; 939/1000
Check failed for (fp128): alpha = 5.906194188748811288309769560565464612e+00; beta = 1.476548547187202822077442390141366153e+00; diff = 3.851859888774471706111955885169854637e-34; 940/1000
